"Label","Description","Modality","Measurement","Atlas","rsf.pipeline"
"rsfMRI_fcnxpro129_falffPoint219_9left","Unknown Core: 9","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint219_9left","Unknown Core: 9","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint219_9left","Unknown Core: 9","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint220_SPLleft","Superior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint220_SPLleft","Superior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint220_SPLleft","Superior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint221_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint221_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint221_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint222_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint222_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint222_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint223_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint223_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint223_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint224_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint224_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint224_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint225_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint225_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint225_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint226_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint226_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint226_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint227_ExStrSupleft","Unknown Core: exstrsup","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint227_ExStrSupleft","Unknown Core: exstrsup","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint227_ExStrSupleft","Unknown Core: exstrsup","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint228_ExStrSupleft","Unknown Core: exstrsup","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint228_ExStrSupleft","Unknown Core: exstrsup","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint228_ExStrSupleft","Unknown Core: exstrsup","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint229_ExStrSupleft","Unknown Core: exstrsup","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint229_ExStrSupleft","Unknown Core: exstrsup","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint229_ExStrSupleft","Unknown Core: exstrsup","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint230_Striateleft","Striate","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint230_Striateleft","Striate","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint230_Striateleft","Striate","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint231_Striateleft","Striate","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint231_Striateleft","Striate","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint231_Striateleft","Striate","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint232_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint232_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint232_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint233_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint233_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint233_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint234_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint234_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint234_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint235_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint235_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint235_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint236_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint236_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint236_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint237_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint237_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint237_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint238_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint238_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint238_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint239_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint239_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint239_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint240_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint240_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint240_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint241_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint241_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint241_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint242_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint242_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint242_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint243_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint243_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint243_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint244_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint244_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint244_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint245_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint245_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint245_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint246_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint246_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint246_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint247_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint247_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint247_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint248_Striateleft","Striate","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint248_Striateleft","Striate","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint248_Striateleft","Striate","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint249_Striateleft","Striate","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint249_Striateleft","Striate","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint249_Striateleft","Striate","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint250_IPLright","Inferior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint250_IPLright","Inferior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint250_IPLright","Inferior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint251_STright","Superior Temporal Gyrus","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint251_STright","Superior Temporal Gyrus","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint251_STright","Superior Temporal Gyrus","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint252_STright","Superior Temporal Gyrus","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint252_STright","Superior Temporal Gyrus","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint252_STright","Superior Temporal Gyrus","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint253_TempOccright","Temporo-Occipital","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint253_TempOccright","Temporo-Occipital","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint253_TempOccright","Temporo-Occipital","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
